Adam-Gilchrist,taking,five-catches,Data
Trescothick,plays,drive,Data
Trescothick,plays,flat-footed-drive,Data
South-Africa,lead,three-match-series-2-0,Data
South-Africa,lead,series-2-0,Data
Zimbabwe,finished,lose-by-131-runs,Data
Zimbabwe,finished-on,198-7,Obj
Zimbabwe,finished,lose,Data
Zimbabwe,lose-by,131-runs-with-Barney-Rogers,Data
Zimbabwe,finished,lose-by-131-runs-with-Barney-Rogers,Data
Zimbabwe,lose-by,131-runs,Data
South-Africa,lead,series-2-0-with-just-one-play,Data
South-Africa,lead,series-2-0,Data
Rogers,put-for,first-wicket,Data
Rogers,put-for,wicket,Data
Rogers,put-for,wicket-with-Stuart-Matsikenyeri,Data
Rogers,put-for,first-wicket-with-Stuart-Matsikenyeri,Data
Rogers,put-on,71,Obj
Rogers,clipped,fullish-delivery,Data
Rogers,fullish-delivery-to,wide-mid-on,Data
Rogers,clipped,delivery,Data
Rogers,clipped,fullish-delivery-to-mid-on,Data
Rogers,clipped,delivery-to-mid-on,Data
Rogers,clipped,fullish-delivery-to-wide-mid-on,Data
Rogers,fullish-delivery-to,mid-on,Data
Rogers,delivery-to,wide-mid-on,Data
Rogers,clipped,delivery-to-wide-mid-on,Data
Rogers,delivery-to,mid-on,Data
Zimbabwe,did-with,ball-on,Data
Zimbabwe,did-with,well-ball,Data
Zimbabwe,did-with,well-ball-early-on,Data
Zimbabwe,had-won,toss,Data
Zimbabwe,had-won,toss-at-start,Data
Zimbabwe,did-with,well-ball-on,Data
Zimbabwe,had-won,toss-at-start-of-day,Data
Zimbabwe,did-with,ball,Data
Zimbabwe,did-with,ball-early-on,Data
Zimbabwe,were,hampered,Data
Prosper-Utseya,went-for,60,Obj
Prosper-Utseya,went-in,six-overs,Data
Gibbs,falling-for,for-75-73-balls,Data
Gibbs,falling-to,Rogers,Obj
Gibbs,eventually-falling-to,Rogers,Obj
Gibbs,took,liking,Data
Gibbs,took,particular-liking,Data
Gibbs,took-liking-to,him,Data
Gibbs,eventually-falling-for,for-75-73-balls,Data
Seam-bowler-Christopher-Mpofu,took,3-59,Obj
Justin-Kemp,equalled-half-century-by,South-African,Data
Justin-Kemp,equalled-half-century-by,African,Data
Justin-Kemp,equalled,fastest-half-century,Data
Justin-Kemp,equalled,half-century,Data
Pakistan,has,cricketers,Data
India,outplayed,Pakistan,Obj
India,outplayed-ago,Pakistan,Obj
Pakistan,of,first-full-tour-of-India,Data
Pakistan,on,refusal-play-in-Ahmedabad,Data
Madras-High-Court,issued,interim-orders,Data
Madras-High-Court,issued-orders-following,row-over-television-rights,Data
Madras-High-Court,issued,orders,Data
Madras-High-Court,issued-orders-following,protracted-row,Data
Madras-High-Court,issued-orders-following,protracted-row-over-television-rights,Data
Madras-High-Court,issued-orders-following,row,Data
Pakistan,sacked,their-coach-Javed-Miandad,Data
Pakistan,will-without,will-strike-bowler-Shoaib-Akhtar,Data
Shoaib,has,absence,Data
three-day-warm-up,is-in,Dharamsala,Obj
Pakistan,has,first-match,Data
Russell,instruct,keeper-Jones,Data
Russell,told,Daily-Express,Obj
Russell,will,will-heavily-involved-as-countdown,Data
Russell,will,will-heavily-involved,Data
Russell,will,will-involved-as-countdown,Data
Russell,will,will-involved,Data
Russell,will,will-involved-as-countdown-to-Ashes,Data
Russell,will,will-heavily-involved-as-countdown-to-Ashes,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-disappointing-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-more-disappointing-tour-of-South-Africa,Data
Steve-Harmison,has-reflected-on,his-more-disappointing-tour,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-tour-of-South-Africa,Data
Steve-Harmison,has-reflected-on,his-disappointing-tour,Data
Steve-Harmison,has-reflected-on,his-even-disappointing-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-even-disappointing-tour,Data
Steve-Harmison,has-reflected-on,his-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-more-disappointing-tour,Data
Steve-Harmison,has-reflected-on,his-even-more-disappointing-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-tour,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-even-disappointing-tour-of-South-Africa,Data
Steve-Harmison,has-reflected-on,his-tour,Data
Steve-Harmison,has-reflected-on,his-even-more-disappointing-tour,Data
Steve-Harmison,has-reflected-on,his-disappointing-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-even-more-disappointing-tour,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-disappointing-tour,Data
Steve-Harmison,has-reflected-on,his-more-disappointing-tour-of-South-Africa,Data
Steve-Harmison,Meanwhile-has-reflected-on,his-even-more-disappointing-tour-of-South-Africa,Data
Steve-Harmison,has-reflected-on,his-even-disappointing-tour,Data
Harmison,told,News,Data
Harmison,told,News-of-World,Data
Glamorgan,has,David-Harrison,Obj
Glamorgan-s-David-Harrison,struck,leave,Data
Glamorgan-s-David-Harrison,struck-early,leave,Data
Saturday,has,first-game,Data
India,leave-Mohammad-Kaif-out-of,their-squad-for-Test-against-Pakistan,Data
India,leave-Mohammad-Kaif-out-of,their-squad,Data
India,leave,Mohammad-Kaif,Obj
India,leave-Mohammad-Kaif-out-of,their-squad-for-first-Test,Data
India,leave-Mohammad-Kaif-out-of,their-squad-for-Test,Data
India,were,wrong,Data
India,leave-Mohammad-Kaif-out-of,their-squad-for-first-Test-against-Pakistan,Data
India,were-wrong-according-to,former-captain-Mohammad-Azharuddin,Data
Azharuddin,serving,life-ban-for-match-fixing,Data
Azharuddin,serving,life-ban,Data
Azharuddin,told,BBC-Sport,Data
Yuvraj-Singh,failed-badly-against,opponents,Data
Yuvraj-Singh,failed-against,opponents,Data
Yuvraj-Singh,failed-badly-against,same-opponents,Data
Yuvraj-Singh,was,given,Data
Yuvraj-Singh,failed-badly-yet-against,opponents,Data
Yuvraj-Singh,failed-yet-against,opponents,Data
Yuvraj-Singh,failed-badly-yet-against,same-opponents,Data
Yuvraj-Singh,failed-against,same-opponents,Data
Yuvraj-Singh,failed-yet-against,same-opponents,Data
Kaif,scored,two-fifties,Data
Vangipurappu-Laxman,struggling-for,form,Data
Vangipurappu-Laxman,bat-at,first-drop,Data
Vangipurappu-Laxman,bat-at,drop,Data
Lakshmipathy-Balaji,is-in,14-man-squad,Data
Pakistan,arrive-in,India,Obj
Pakistan,are,due,Data
Pakistan,arrive-on,Monday,Obj
Shoaib-Akhtar,has,absence-in-Pakistani-side,Data
Azharuddin,maintains,his-innocence,Data
Azharuddin,scored,6,Obj
Bracewell,worried-by,Lee,Obj
New-Zealand-coach-John-Bracewell,is,furious,Data
Australia-paceman-Brett-Lee,bowled,four-beamers,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was-struck-by,full-toss-in-Auckland,Data
Brendon-McCullum,was,struck-on-arm-by-full-toss-in-Auckland,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-toss-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-full-toss,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-toss,Data
Brendon-McCullum,was-struck-by,toss,Data
Brendon-McCullum,was-struck-by,toss-in-Auckland,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-toss-in-Auckland,Data
Brendon-McCullum,was-struck-by,toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was-struck-on,arm,Data
Brendon-McCullum,was-struck-by,full-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was-struck-by,waist-high-full-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was-struck-by,waist-high-full-toss-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-full-toss-in-Auckland,Data
Brendon-McCullum,was-struck-by,waist-high-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-full-toss-on-Sunday,Data
Brendon-McCullum,was-struck-by,waist-high-toss,Data
Brendon-McCullum,was,struck,Data
Brendon-McCullum,was-struck-by,waist-high-toss-on-Sunday,Data
Brendon-McCullum,was-struck-by,toss-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-full-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was-struck-by,waist-high-full-toss-in-Auckland,Data
Brendon-McCullum,was,struck-on-arm-by-toss-in-Auckland,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-full-toss-in-Auckland-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-waist-high-full-toss,Data
Brendon-McCullum,was,struck-on-arm-by-toss,Data
Brendon-McCullum,was-struck-by,waist-high-toss-in-Auckland,Data
Brendon-McCullum,was-struck-by,full-toss,Data
Brendon-McCullum,was-struck-by,waist-high-full-toss,Data
Brendon-McCullum,was,struck-on-arm-by-toss-on-Sunday,Data
Brendon-McCullum,was,struck-on-arm-by-full-toss-on-Sunday,Data
Brendon-McCullum,was-struck-by,full-toss-on-Sunday,Data
Lee,bowled,beamer-at-Pakistan-s-Abdul-Razzaq,Data
Lee,bowled,beamer,Data
Bracewell,was-of,view,Data
Bracewell,was-of,also-view,Data
Lee,bowled-beamer-during,VB-Series,Data
Lee,beamer-at,Pakistan-s-Abdul-Razzaq,Data
Pakistan,at,Abdul-Razzaq,Obj
McCullum,being,struck,Data
McCullum,being-struck-on,arm,Data
McCullum,lost-there,it,Data
McCullum,lost-there-and-apologised,it,Data
McCullum,lost-there-and-apologised,it,Data
McCullum,lost-there-and-and-apologised,it,Data
McCullum,lost,it,Data
Bracewell,despite,disquiet,Data
Pakistan,has,tour-of-India,Data
Pakistan,play,extra-international,Data
Pakistan,play,international,Data
Pakistan,have-agreed-In,return,Data
Pakistan,play,one-day-international,Obj
Pakistan,play,extra-one-day-international,Obj
Ahmedabad,was,scene,Data
Ahmedabad,was-scene-of,religious-riots,Data
Pakistan,has,cricketers,Data
Ahmedabad,was-scene-of,riots,Data
sixth-one-day-international,appease,Gujarat-Cricket-Association,Data
one-day-international,will,will-played,Data
sixth-one-day-international,will,will-played,Data
sixth-one-day-international,will,will-played-in-Ahmedabad,Data
one-day-international,will,will-played-in-Ahmedabad,Data
one-day-international,appease,Gujarat-Cricket-Association,Data
India,has,external-affairs-minister-Natwar-Singh,Data
Khan,held,telephone-talks-with-Jagmohan-Dalmiya,Data
Khan,also-held,telephone-talks-with-Jagmohan-Dalmiya,Data
Jagmohan-Dalmiya,patron-of,Board,Data
Khan,held,telephone-talks,Data
Khan,also-held,telephone-talks,Data
Khan,met,India-s-affairs-minister-Natwar-Singh,Obj
Khan,met,India-s-external-affairs-minister-Natwar-Singh,Obj
Cochin,will-stage,other-five-internationals,Data
Cochin,will-stage,five-internationals,Data
Cochin,will-stage,other-five-one-day-internationals,Obj
Cochin,will-stage,five-one-day-internationals,Obj
8,000-visas,be,Data
BCCI,backed-at_time,September,Obj
BCCI,backed-at_time,last-September,Data
BCCI,backed-out-of,deal,Data
BCCI,backed-out-of,four-year-deal,Obj
BCCI,backed-out-of,four-year-deal-with-Zee,Obj
four-year-deal,is-with,Zee,Obj
BCCI,backed-out-of,deal-with-Zee,Data
Salim-Altaf,Director-s,PCB,Data
Salim-Altaf,Director-of,Cricket-Operations,Data
Tuffey,pays,price,Data
Tuffey,pays-price-for,profligacy,Data
Lance-Hamilton,replaces,Tuffey-for-ODI-in-Wellington,Obj
Lance-Hamilton,replaces-Tuffey-on,Tuesday,Obj
Lance-Hamilton,replaces,Tuffey-for-fourth-ODI-in-Wellington,Obj
Lance-Hamilton,replaces,Tuffey-for-fourth-ODI,Data
Lance-Hamilton,replaces,Tuffey,Obj
Lance-Hamilton,replaces,Tuffey-for-ODI,Data
Tuffey,with,performance-at-Eden-Park,Data
